id,lnw,exper,ged,postexp,black,hispanic,hgc,hgc.9,uerate,ue.7,ue.centert1,ue.mean,ue.person.cen,ue1
145,1.753,6.68,1,6.325,0,0,10,1,5.195,-1.8049999999999997,-3.205,5.195555555555556,-.0005555555555556424,8.4
145,1.906,7.1,1,6.745,0,0,10,1,6.195,-.8049999999999997,-2.205,5.195555555555556,.9994444444444444,8.4
155,1.776,.985,0,0,0,0,9,0,6.695,-.3049999999999997,0,6.873888909090909,-.17888890909090893,6.695
155,2.078,2.023,0,0,0,0,9,0,6.695,-.3049999999999997,0,6.873888909090909,-.17888890909090893,6.695
155,1.535,2.966,0,0,0,0,9,0,12.6,5.6,5.904999999999999,6.873888909090909,5.72611109090909,6.695
155,2.162,3.834,0,0,0,0,9,0,4.895,-2.1050000000000004,-1.8000000000000007,6.873888909090909,-1.9788889090909096,6.695
155,2.32,4.563,0,0,0,0,9,0,13.6,6.6,6.904999999999999,6.873888909090909,6.72611109090909,6.695
155,1.727,5.717,0,0,0,0,9,0,6.873889,-.12611099999999986,.17888899999999985,6.873888909090909,9.0909090921798e-08,6.695
155,2.219,7.14,0,0,0,0,9,0,6.873889,-.12611099999999986,.17888899999999985,6.873888909090909,9.0909090921798e-08,6.695
155,2.461,7.967,0,0,0,0,9,0,2.795,-4.205,-3.9000000000000004,6.873888909090909,-4.078888909090909,6.695
155,2.333,8.937,0,0,0,0,9,0,3.195,-3.805,-3.5000000000000004,6.873888909090909,-3.6788889090909094,6.695
155,2.612,9.707,0,0,0,0,9,0,5.195,-1.8049999999999997,-1.5,6.873888909090909,-1.678888909090909,6.695
155,2.637,10.437,0,0,0,0,9,0,6.195,-.8049999999999997,-.5,6.873888909090909,-.6788889090909089,6.695
173,1.559,.188,0,0,0,0,9,0,5.495,-1.505,0,6.08,-.585,5.495
173,1.693,.8,0,0,0,0,9,0,7.9,.9000000000000004,2.4050000000000002,6.08,1.8200000000000003,5.495
173,1.976,2.184,0,0,0,0,9,0,8.2,1.1999999999999993,2.704999999999999,6.08,2.119999999999999,5.495
173,2.027,4.454,0,0,0,0,9,0,4.195,-2.8049999999999997,-1.2999999999999998,6.08,-1.8849999999999998,5.495
173,2.016,5.377,0,0,0,0,9,0,4.495,-2.505,-1,6.08,-1.585,5.495
173,2.335,6.396,0,0,0,0,9,0,6.195,-.8049999999999997,.7000000000000002,6.08,.11500000000000021,5.495
206,2.028,1.874,0,0,0,0,10,1,9.2,2.1999999999999993,0,8.831666666666667,.3683333333333323,9.2
206,2.297,2.814,0,0,0,0,10,1,11,4,1.8000000000000007,8.831666666666667,2.168333333333333,9.2
206,2.482,4.314,0,0,0,0,10,1,6.295,-.7050000000000001,-2.9049999999999994,8.831666666666667,-2.536666666666667,9.2
207,1.58,.525,0,0,0,0,8,-1,9.6,2.5999999999999996,0,7.416363636363636,2.1836363636363636,9.6
207,1.749,1.679,0,0,0,0,8,-1,9.2,2.1999999999999993,-.40000000000000036,7.416363636363636,1.7836363636363632,9.6
207,1.931,2.698,0,0,0,0,8,-1,11,4,1.4000000000000004,7.416363636363636,3.583636363636364,9.6
207,1.863,3.46,0,0,0,0,8,-1,8.4,1.4000000000000004,-1.1999999999999993,7.416363636363636,.9836363636363643,9.6
207,2.224,4.498,0,0,0,0,8,-1,8.2,1.1999999999999993,-1.4000000000000004,7.416363636363636,.7836363636363632,9.6
207,2.052,5.46,0,0,0,0,8,-1,7.3,.2999999999999998,-2.3,7.416363636363636,-.11636363636363622,9.6
207,2.155,6.69,0,0,0,0,8,-1,5.395,-1.6050000000000004,-4.205,7.416363636363636,-2.0213636363636365,9.6
207,2.177,7.729,0,0,0,0,8,-1,4.195,-2.8049999999999997,-5.404999999999999,7.416363636363636,-3.2213636363636358,9.6
207,2.576,8.609,0,0,0,0,8,-1,4.495,-2.505,-5.1049999999999995,7.416363636363636,-2.921363636363636,9.6
207,2.659,9.441,0,0,0,0,8,-1,6.195,-.8049999999999997,-3.4049999999999994,7.416363636363636,-1.2213636363636358,9.6
207,2.263,10.307,0,0,0,0,8,-1,7.6,.5999999999999996,-2,7.416363636363636,.1836363636363636,9.6
222,3.456,.013,0,0,1,0,9,0,8,1,0,6.282857142857143,1.717142857142857,8
222,1.314,.529,0,0,1,0,9,0,8.4,1.4000000000000004,.40000000000000036,6.282857142857143,2.1171428571428574,8
222,1.515,.804,0,0,1,0,9,0,7.3,.2999999999999998,-.7000000000000002,6.282857142857143,1.017142857142857,8
222,1.635,1.161,0,0,1,0,9,0,5.395,-1.6050000000000004,-2.6050000000000004,6.282857142857143,-.8878571428571433,8
222,1.707,1.973,0,0,1,0,9,0,4.195,-2.8049999999999997,-3.8049999999999997,6.282857142857143,-2.0878571428571426,8
222,1.555,2.24,0,0,1,0,9,0,4.495,-2.505,-3.505,6.282857142857143,-1.7878571428571428,8
222,1.792,2.768,0,0,1,0,9,0,6.195,-.8049999999999997,-1.8049999999999997,6.282857142857143,-.08785714285714263,8
223,1.749,.864,0,0,1,0,8,-1,9.2,2.1999999999999993,0,6.18,3.0199999999999996,9.2
223,1.563,1.806,0,0,1,0,8,-1,6.18,-.8200000000000003,-3.0199999999999996,6.18,0,9.2
223,1.51,2.883,0,0,1,0,8,-1,6.18,-.8200000000000003,-3.0199999999999996,6.18,0,9.2
223,1.765,4.076,0,0,1,0,8,-1,6.18,-.8200000000000003,-3.0199999999999996,6.18,0,9.2
223,1.627,4.968,0,0,1,0,8,-1,6.18,-.8200000000000003,-3.0199999999999996,6.18,0,9.2
223,2.534,5.896,0,0,1,0,8,-1,5.395,-1.6050000000000004,-3.8049999999999997,6.18,-.7850000000000001,9.2
223,1.83,7.146,0,0,1,0,8,-1,4.195,-2.8049999999999997,-5.004999999999999,6.18,-1.9849999999999994,9.2
223,2.13,8.031,0,0,1,0,8,-1,4.495,-2.505,-4.704999999999999,6.18,-1.6849999999999996,9.2
223,2.14,9.031,0,0,1,0,8,-1,6.195,-.8049999999999997,-3.004999999999999,6.18,.015000000000000568,9.2
223,2.185,9.877,0,0,1,0,8,-1,7.6,.5999999999999996,-1.5999999999999996,6.18,1.42,9.2
226,1.54,.625,0,0,0,1,8,-1,9.6,2.5999999999999996,0,6.197,3.4029999999999996,9.6
226,.927,.755,1,.09,0,1,8,-1,7.3,.2999999999999998,-2.3,6.197,1.1029999999999998,9.6
226,2.008,1.858,1,1.193,0,1,8,-1,5.395,-1.6050000000000004,-4.205,6.197,-.8020000000000005,9.6
226,1.89,2.978,1,2.313,0,1,8,-1,4.195,-2.8049999999999997,-5.404999999999999,6.197,-2.002,9.6
226,1.997,3.418,1,2.753,0,1,8,-1,4.495,-2.505,-5.1049999999999995,6.197,-1.702,9.6
234,1.571,1.096,1,1.096,0,0,9,0,9.6,2.5999999999999996,0,8.026428571428571,1.5735714285714284,9.6
234,1.535,2.346,1,2.346,0,0,9,0,13.6,6.6,4,8.026428571428571,5.573571428571428,9.6
234,1.675,3.358,1,3.358,0,0,9,0,8.8,1.8000000000000007,-.7999999999999989,8.026428571428571,.7735714285714295,9.6
234,1.873,4.416,1,4.416,0,0,9,0,6.395,-.6050000000000004,-3.205,8.026428571428571,-1.6314285714285717,9.6
234,1.707,5.916,1,5.916,0,0,9,0,5.495,-1.505,-4.1049999999999995,8.026428571428571,-2.531428571428571,9.6
234,1.558,7.416,1,7.416,0,0,9,0,4.995,-2.005,-4.6049999999999995,8.026428571428571,-3.031428571428571,9.6
234,2.005,8.358,1,8.358,0,0,9,0,7.3,.2999999999999998,-2.3,8.026428571428571,-.7264285714285714,9.6
241,1.517,.364,1,0,0,0,7,-2,12.1,5.1,0,8.62375,3.4762500000000003,12.1
241,1.381,1.46,1,1.096,0,0,7,-2,13.6,6.6,1.5,8.62375,4.97625,12.1
241,1.856,2.402,1,2.038,0,0,7,-2,10,3,-2.0999999999999996,8.62375,1.3762500000000006,12.1
241,2.001,3.422,1,3.058,0,0,7,-2,8.1,1.0999999999999996,-4,8.62375,-.5237499999999997,12.1
241,2.665,4.441,1,4.077,0,0,7,-2,4.595,-2.4050000000000002,-7.505,8.62375,-4.02875,12.1
241,2.2,5.537,1,5.173,0,0,7,-2,7.5,.5,-4.6,8.62375,-1.1237499999999994,12.1
241,1.707,7.018,1,6.654,0,0,7,-2,6.195,-.8049999999999997,-5.904999999999999,8.62375,-2.428749999999999,12.1
241,2.066,7.749,1,7.385,0,0,7,-2,6.9,-.09999999999999964,-5.199999999999999,8.62375,-1.723749999999999,12.1
248,1.964,.505,0,0,0,0,8,-1,8.8,1.8000000000000007,0,7.918,.8820000000000006,8.8
248,1.47,.755,1,.21,0,0,8,-1,13.6,6.6,4.799999999999999,7.918,5.6819999999999995,8.8
248,1.449,1.15,1,.605,0,0,8,-1,10,3,1.1999999999999993,7.918,2.082,8.8
248,2.224,1.4,1,.855,0,0,8,-1,8.1,1.0999999999999996,-.7000000000000011,7.918,.1819999999999995,8.8
248,2.259,2.477,1,1.932,0,0,8,-1,8.8,1.8000000000000007,0,7.918,.8820000000000006,8.8
248,2.124,3.938,1,3.393,0,0,8,-1,6.395,-.6050000000000004,-2.405000000000001,7.918,-1.5230000000000006,8.8
248,1.484,5.054,1,4.509,0,0,8,-1,5.495,-1.505,-3.3050000000000006,7.918,-2.423,8.8
248,1.364,5.845,1,5.3,0,0,8,-1,5.695,-1.3049999999999997,-3.1050000000000004,7.918,-2.223,8.8
248,2.015,6.54,1,5.995,0,0,8,-1,4.995,-2.005,-3.8050000000000006,7.918,-2.923,8.8
248,1.752,7.617,1,7.072,0,0,8,-1,7.3,.2999999999999998,-1.5000000000000009,7.918,-.6180000000000003,8.8
253,1.526,.123,0,0,0,0,8,-1,6.395,-.6050000000000004,0,5.976,.4189999999999996,6.395
253,2.153,.587,0,0,0,0,8,-1,5.495,-1.505,-.8999999999999995,5.976,-.48099999999999987,6.395
253,1.997,1.182,0,0,0,0,8,-1,5.695,-1.3049999999999997,-.6999999999999993,5.976,-.2809999999999997,6.395
253,1.946,1.829,0,0,0,0,8,-1,4.995,-2.005,-1.3999999999999995,5.976,-.9809999999999999,6.395
253,1.906,2.387,0,0,0,0,8,-1,7.3,.2999999999999998,.9050000000000002,5.976,1.3239999999999998,6.395
266,1.808,.322,1,.182,0,0,9,0,8.8,1.8000000000000007,0,8.8,0,8.8
295,1.789,2.026,0,0,0,0,9,0,5.595,-1.4050000000000002,0,4.915,.6799999999999997,5.595
295,1.807,3.122,0,0,0,0,9,0,4.595,-2.4050000000000002,-1,4.915,-.3200000000000003,5.595
295,2.113,4.157,0,0,0,0,9,0,4.295,-2.705,-1.2999999999999998,4.915,-.6200000000000001,5.595
295,2.13,5.08,0,0,0,0,9,0,3.395,-3.605,-2.1999999999999997,4.915,-1.52,5.595
295,2.312,6.58,0,0,0,0,9,0,6.695,-.3049999999999997,1.1000000000000005,4.915,1.7800000000000002,5.595
299,1.638,.58,0,0,0,1,7,-2,9.6,2.5999999999999996,0,5.773888888888889,3.8261111111111106,9.6
299,1.62,.9,0,0,0,1,7,-2,7.2,.20000000000000018,-2.3999999999999995,5.773888888888889,1.426111111111111,9.6
299,1.656,1.958,0,0,0,1,7,-2,6.195,-.8049999999999997,-3.4049999999999994,5.773888888888889,.4211111111111112,9.6
299,1.738,2.996,0,0,0,1,7,-2,5.595,-1.4050000000000002,-4.005,5.773888888888889,-.17888888888888932,9.6
299,1.749,4.216,0,0,0,1,7,-2,4.595,-2.4050000000000002,-5.005,5.773888888888889,-1.1788888888888893,9.6
299,1.545,4.336,0,0,0,1,7,-2,4.295,-2.705,-5.305,5.773888888888889,-1.4788888888888891,9.6
299,1.555,4.376,0,0,0,1,7,-2,3.395,-3.605,-6.205,5.773888888888889,-2.378888888888889,9.6
299,1.792,4.716,0,0,0,1,7,-2,4.395,-2.6050000000000004,-5.205,5.773888888888889,-1.3788888888888895,9.6
299,1.57,5.716,0,0,0,1,7,-2,6.695,-.3049999999999997,-2.9049999999999994,5.773888888888889,.9211111111111112,9.6
304,1.842,.58,0,0,0,1,8,-1,3.395,-3.605,0,3.395,0,3.395
313,1.576,.32,0,0,0,0,9,0,9,2,0,6.0965,2.9035,9
313,1.535,.565,0,0,0,0,9,0,9.6,2.5999999999999996,.5999999999999996,6.0965,3.5035,9
313,1.568,1.065,0,0,0,0,9,0,7.2,.20000000000000018,-1.7999999999999998,6.0965,1.1035000000000004,9
313,1.819,2.065,0,0,0,0,9,0,6.195,-.8049999999999997,-2.8049999999999997,6.0965,.09850000000000048,9
313,1.929,3.219,0,0,0,0,9,0,5.595,-1.4050000000000002,-3.4050000000000002,6.0965,-.5015000000000001,9
313,2.036,4.238,0,0,0,0,9,0,4.595,-2.4050000000000002,-4.405,6.0965,-1.5015,9
313,2.295,5.68,0,0,0,0,9,0,4.295,-2.705,-4.705,6.0965,-1.8014999999999999,9
313,2.248,6.623,0,0,0,0,9,0,3.395,-3.605,-5.605,6.0965,-2.7015,9
313,2.526,7.603,0,0,0,0,9,0,4.395,-2.6050000000000004,-4.605,6.0965,-1.7015000000000002,9
313,2.384,8.507,0,0,0,0,9,0,6.695,-.3049999999999997,-2.3049999999999997,6.0965,.5985000000000005,9
315,1.556,.998,0,0,0,0,10,1,7.1,.09999999999999964,0,6.221875,.8781249999999998,7.1
315,1.913,2.132,0,0,0,0,10,1,9,2,1.9000000000000004,6.221875,2.778125,7.1
315,1.052,2.882,0,0,0,0,10,1,9.6,2.5999999999999996,2.5,6.221875,3.378125,7.1
315,1.596,3.786,0,0,0,0,10,1,6.195,-.8049999999999997,-.9049999999999994,6.221875,-.026874999999999538,7.1
315,1.433,4.241,0,0,0,0,10,1,5.595,-1.4050000000000002,-1.505,6.221875,-.6268750000000001,7.1
315,1.644,4.941,0,0,0,0,10,1,4.595,-2.4050000000000002,-2.505,6.221875,-1.626875,7.1
315,1.351,5.218,0,0,0,0,10,1,4.295,-2.705,-2.8049999999999997,6.221875,-1.926875,7.1
315,1.66,5.298,1,0,0,0,10,1,3.395,-3.605,-3.7049999999999996,6.221875,-2.826875,7.1
316,1.786,.54,1,.54,0,0,8,-1,9.6,2.5999999999999996,0,5.773888888888889,3.8261111111111106,9.6
316,2.014,1.502,1,1.502,0,0,8,-1,7.2,.20000000000000018,-2.3999999999999995,5.773888888888889,1.426111111111111,9.6
316,1.462,1.786,1,1.786,0,0,8,-1,6.195,-.8049999999999997,-3.4049999999999994,5.773888888888889,.4211111111111112,9.6
316,1.483,2.328,1,2.328,0,0,8,-1,5.595,-1.4050000000000002,-4.005,5.773888888888889,-.17888888888888932,9.6
316,1.749,3.138,1,3.138,0,0,8,-1,4.595,-2.4050000000000002,-5.005,5.773888888888889,-1.1788888888888893,9.6
316,2.256,4.523,1,4.523,0,0,8,-1,4.295,-2.705,-5.305,5.773888888888889,-1.4788888888888891,9.6
316,2.275,5.427,1,5.427,0,0,8,-1,3.395,-3.605,-6.205,5.773888888888889,-2.378888888888889,9.6
316,2.158,6.446,1,6.446,0,0,8,-1,4.395,-2.6050000000000004,-5.205,5.773888888888889,-1.3788888888888895,9.6
316,2.263,7.407,1,7.407,0,0,8,-1,6.695,-.3049999999999997,-2.9049999999999994,5.773888888888889,.9211111111111112,9.6
324,1.491,1.491,0,0,0,0,9,0,9.6,2.5999999999999996,0,5.616,3.984,9.6
324,2.224,1.803,0,0,0,0,9,0,6.195,-.8049999999999997,-3.4049999999999994,5.616,.5790000000000006,9.6
324,2.036,2.32,0,0,0,0,9,0,4.595,-2.4050000000000002,-5.005,5.616,-1.021,9.6
324,2.496,2.765,0,0,0,0,9,0,4.295,-2.705,-5.305,5.616,-1.3209999999999997,9.6
324,2.536,3.945,0,0,0,0,9,0,3.395,-3.605,-6.205,5.616,-2.2209999999999996,9.6
329,1.422,.016,0,0,0,1,8,-1,9,2,0,6.93,2.0700000000000003,9
329,1.308,.716,0,0,0,1,8,-1,6.195,-.8049999999999997,-2.8049999999999997,6.93,-.7349999999999994,9
329,1.885,1.756,0,0,0,1,8,-1,5.595,-1.4050000000000002,-3.4050000000000002,6.93,-1.335,9
331,1.559,.105,0,0,0,1,9,0,6.795,-.20500000000000007,0,7.297,-.5019999999999998,6.795
331,.83,1.095,0,0,0,1,9,0,9,2,2.205,7.297,1.7030000000000003,6.795
331,1.804,1.725,0,0,0,1,9,0,9.6,2.5999999999999996,2.8049999999999997,7.297,2.303,6.795
331,1.872,4.436,0,0,0,1,9,0,4.395,-2.6050000000000004,-2.4000000000000004,7.297,-2.902,6.795
331,1.499,4.461,0,0,0,1,9,0,6.695,-.3049999999999997,-.09999999999999964,7.297,-.6019999999999994,6.795
332,1.63,.125,0,0,0,1,8,-1,7.1,.09999999999999964,0,5.9065,1.1934999999999993,7.1
332,1.476,1.625,0,0,0,1,8,-1,9.6,2.5999999999999996,2.5,5.9065,3.6934999999999993,7.1
332,1.804,2.413,0,0,0,1,8,-1,7.2,.20000000000000018,.10000000000000053,5.9065,1.2934999999999999,7.1
332,1.439,3.393,0,0,0,1,8,-1,6.195,-.8049999999999997,-.9049999999999994,5.9065,.2885,7.1
332,1.748,4.47,0,0,0,1,8,-1,5.595,-1.4050000000000002,-1.505,5.9065,-.31150000000000055,7.1
332,1.526,5.178,0,0,0,1,8,-1,4.595,-2.4050000000000002,-2.505,5.9065,-1.3115000000000006,7.1
332,2.044,6.082,0,0,0,1,8,-1,4.295,-2.705,-2.8049999999999997,5.9065,-1.6115000000000004,7.1
332,2.179,7.043,0,0,0,1,8,-1,3.395,-3.605,-3.7049999999999996,5.9065,-2.5115000000000003,7.1
332,2.186,8.197,0,0,0,1,8,-1,4.395,-2.6050000000000004,-2.705,5.9065,-1.5115000000000007,7.1
332,4.035,9.092,0,0,0,1,8,-1,6.695,-.3049999999999997,-.40499999999999936,5.9065,.7885,7.1
336,1.892,1.91,1,.46,1,0,8,-1,9.6,2.5999999999999996,0,7.665,1.9349999999999996,9.6
336,1.279,2.514,1,1.064,1,0,8,-1,7.2,.20000000000000018,-2.3999999999999995,7.665,-.46499999999999986,9.6
336,2.224,3.706,1,2.256,1,0,8,-1,6.195,-.8049999999999997,-3.4049999999999994,7.665,-1.4699999999999998,9.6
356,1.553,.966,0,0,0,0,10,1,8.8,1.8000000000000007,0,6.0165,2.783500000000001,8.8
356,1.491,1.896,0,0,0,0,10,1,8.5,1.5,-.3000000000000007,6.0165,2.4835000000000003,8.8
356,2.261,2.461,0,0,0,0,10,1,7.3,.2999999999999998,-1.5000000000000009,6.0165,1.2835,8.8
356,1.558,3.399,0,0,0,0,10,1,6.595,-.40500000000000025,-2.205000000000001,6.0165,.5785,8.8
356,1.789,4.418,0,0,0,0,10,1,5.095,-1.9050000000000002,-3.705000000000001,6.0165,-.9215,8.8
356,2.219,5.571,0,0,0,0,10,1,4.395,-2.6050000000000004,-4.405000000000001,6.0165,-1.6215000000000002,8.8
356,2.444,6.802,0,0,0,0,10,1,4.395,-2.6050000000000004,-4.405000000000001,6.0165,-1.6215000000000002,8.8
356,2.692,7.744,0,0,0,0,10,1,3.295,-3.705,-5.505000000000001,6.0165,-2.7215,8.8
356,2.734,8.705,0,0,0,0,10,1,5.295,-1.705,-3.505000000000001,6.0165,-.7214999999999998,8.8
356,2.742,9.705,0,0,0,0,10,1,6.495,-.5049999999999999,-2.3050000000000006,6.0165,.47850000000000037,8.8
378,1.828,1.3,0,0,1,0,10,1,8.8,1.8000000000000007,0,5.818888888888889,2.9811111111111117,8.8
378,1.513,2.178,0,0,1,0,10,1,7.3,.2999999999999998,-1.5000000000000009,5.818888888888889,1.4811111111111108,8.8
378,2.155,3.021,0,0,1,0,10,1,6.595,-.40500000000000025,-2.205000000000001,5.818888888888889,.7761111111111108,8.8
378,2.052,4.078,0,0,1,0,10,1,5.095,-1.9050000000000002,-3.705000000000001,5.818888888888889,-.7238888888888892,8.8
378,1.889,5.001,0,0,1,0,10,1,4.395,-2.6050000000000004,-4.405000000000001,5.818888888888889,-1.4238888888888894,8.8
378,2.238,6.381,0,0,1,0,10,1,4.395,-2.6050000000000004,-4.405000000000001,5.818888888888889,-1.4238888888888894,8.8
378,2.302,7.4,0,0,1,0,10,1,3.295,-3.705,-5.505000000000001,5.818888888888889,-2.523888888888889,8.8
378,2.251,8.419,0,0,1,0,10,1,5.295,-1.705,-3.505000000000001,5.818888888888889,-.5238888888888891,8.8
378,2.263,9.284,0,0,1,0,10,1,7.2,.20000000000000018,-1.6000000000000005,5.818888888888889,1.3811111111111112,8.8
394,2.383,1.89,0,0,1,0,10,1,5.695,-1.3049999999999997,0,5.461666666666667,.2333333333333334,5.695
394,1.929,2.77,0,0,1,0,10,1,6.595,-.40500000000000025,.8999999999999995,5.461666666666667,1.1333333333333329,5.695
394,1.609,3.01,0,0,1,0,10,1,4.095,-2.9050000000000002,-1.6000000000000005,5.461666666666667,-1.3666666666666671,5.695
396,1.066,.165,1,0,1,0,9,0,10.2,3.1999999999999993,0,5.638571428571429,4.5614285714285705,10.2
396,2.417,2.88,1,2.715,1,0,9,0,6.595,-.40500000000000025,-3.6049999999999995,5.638571428571429,.956428571428571,10.2
396,1.972,3.976,1,3.811,1,0,9,0,5.095,-1.9050000000000002,-5.1049999999999995,5.638571428571429,-.543571428571429,10.2
